rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,competition,element,element_no,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
10,Ghilardi Rebecca / Ambrosini Filippo,ITA,13,69.08,38.29,30.79,0.0,3.9,owg2026,StSq4,7.0,0.0,,4.62,0.72,,1,,2526,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1,pairs,individual
10,Ghilardi Rebecca / Ambrosini Filippo,ITA,13,69.08,38.29,30.79,0.0,,owg2026,,,,1.33,7.79,,,0,Composition,2526,7.75,7.5,8.0,7.75,7.75,7.25,8.25,8.0,7.75,1,pairs,individual
10,Ghilardi Rebecca / Ambrosini Filippo,ITA,13,69.08,38.29,30.79,0.0,,owg2026,,,,1.33,7.86,,,0,Presentation,2526,8.0,7.75,7.75,8.25,7.5,7.5,8.0,8.25,7.75,1,pairs,individual
10,Ghilardi Rebecca / Ambrosini Filippo,ITA,13,69.08,38.29,30.79,0.0,,owg2026,,,,1.33,7.5,,,0,Skating Skills,2526,7.25,7.0,7.5,7.75,7.75,7.25,7.75,8.0,7.25,1,pairs,individual
11,Hocke Annika / Kunkel Robert,GER,10,67.52,37.72,29.8,0.0,5.7,owg2026,3Tw3,1.0,0.0,,6.51,0.81,,1,,2526,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1,pairs,individual
11,Hocke Annika / Kunkel Robert,GER,10,67.52,37.72,29.8,0.0,4.3,owg2026,3S,2.0,0.0,,4.91,0.61,,1,,2526,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,pairs,individual
11,Hocke Annika / Kunkel Robert,GER,10,67.52,37.72,29.8,0.0,5.3,owg2026,3FTh,3.0,0.0,,6.06,0.76,,1,,2526,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1,pairs,individual
11,Hocke Annika / Kunkel Robert,GER,10,67.52,37.72,29.8,0.0,7.0,owg2026,5RLi4,4.0,0.0,,8.0,1.0,,1,,2526,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,pairs,individual
11,Hocke Annika / Kunkel Robert,GER,10,67.52,37.72,29.8,0.0,3.7,owg2026,BiDs3,5.0,0.0,,4.39,0.69,,1,,2526,2.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1,pairs,individual
11,Hocke Annika / Kunkel Robert,GER,10,67.52,37.72,29.8,0.0,3.5,owg2026,CCoSp4,6.0,0.0,,3.8,0.3,,1,,2526,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,1,pairs,individual
11,Hocke Annika / Kunkel Robert,GER,10,67.52,37.72,29.8,0.0,3.3,owg2026,StSq3,7.0,0.0,,4.05,0.75,,1,,2526,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1,pairs,individual
11,Hocke Annika / Kunkel Robert,GER,10,67.52,37.72,29.8,0.0,,owg2026,,,,1.33,7.36,,,0,Composition,2526,7.5,7.0,7.5,7.25,7.5,7.0,7.5,7.75,7.25,1,pairs,individual
11,Hocke Annika / Kunkel Robert,GER,10,67.52,37.72,29.8,0.0,,owg2026,,,,1.33,7.54,,,0,Presentation,2526,7.75,7.5,7.25,7.5,7.0,7.25,7.75,7.75,7.75,1,pairs,individual
11,Hocke Annika / Kunkel Robert,GER,10,67.52,37.72,29.8,0.0,,owg2026,,,,1.33,7.5,,,0,Skating Skills,2526,7.25,7.0,7.5,7.5,7.5,7.25,8.0,8.0,7.5,1,pairs,individual
12,Akopova Karina / Rakhmanin Nikita,ARM,1,66.27,38.16,28.11,0.0,5.7,owg2026,3Tw3,1.0,0.0,,7.41,1.71,,1,,2526,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,pairs,individual
12,Akopova Karina / Rakhmanin Nikita,ARM,1,66.27,38.16,28.11,0.0,5.3,owg2026,3LzTh,2.0,0.0,,6.81,1.51,,1,,2526,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,1,pairs,individual
12,Akopova Karina / Rakhmanin Nikita,ARM,1,66.27,38.16,28.11,0.0,4.3,owg2026,3S,3.0,0.0,,5.16,0.86,,1,,2526,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1,pairs,individual
12,Akopova Karina / Rakhmanin Nikita,ARM,1,66.27,38.16,28.11,0.0,6.6,owg2026,5RLi3,4.0,0.0,,7.64,1.04,,1,,2526,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1,pairs,individual
12,Akopova Karina / Rakhmanin Nikita,ARM,1,66.27,38.16,28.11,0.0,3.3,owg2026,StSq3,5.0,0.0,,3.68,0.38,,1,,2526,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1,pairs,individual
12,Akopova Karina / Rakhmanin Nikita,ARM,1,66.27,38.16,28.11,0.0,3.7,owg2026,BiDs3,6.0,0.0,,4.33,0.63,,1,,2526,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1,pairs,individual
12,Akopova Karina / Rakhmanin Nikita,ARM,1,66.27,38.16,28.11,0.0,3.0,owg2026,CCoSp3,7.0,0.0,,3.13,0.13,,1,,2526,0.0,0.0,1.0,1.0,-1.0,-2.0,1.0,2.0,1.0,1,pairs,individual
12,Akopova Karina / Rakhmanin Nikita,ARM,1,66.27,38.16,28.11,0.0,,owg2026,,,,1.33,6.89,,,0,Composition,2526,6.75,6.5,6.75,7.0,6.75,7.5,7.25,7.0,6.75,1,pairs,individual
12,Akopova Karina / Rakhmanin Nikita,ARM,1,66.27,38.16,28.11,0.0,,owg2026,,,,1.33,7.0,,,0,Presentation,2526,6.5,7.5,6.5,7.25,7.0,7.25,7.0,7.25,6.75,1,pairs,individual
12,Akopova Karina / Rakhmanin Nikita,ARM,1,66.27,38.16,28.11,0.0,,owg2026,,,,1.33,7.25,,,0,Skating Skills,2526,7.0,7.0,7.0,7.5,7.25,7.75,7.5,7.5,7.0,1,pairs,individual
13,Vaipan-Law Anastasia / Digby Luke,GBR,11,66.07,36.99,29.08,0.0,5.7,owg2026,3Tw3,1.0,0.0,,6.6,0.9,,1,,2526,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1,pairs,individual
13,Vaipan-Law Anastasia / Digby Luke,GBR,11,66.07,36.99,29.08,0.0,3.3,owg2026,2A,2.0,0.0,,3.49,0.19,,1,,2526,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,pairs,individual
13,Vaipan-Law Anastasia / Digby Luke,GBR,11,66.07,36.99,29.08,0.0,7.0,owg2026,5RLi4,3.0,0.0,,8.3,1.3,,1,,2526,1.0,2.0,2.0,2.0,-1.0,2.0,2.0,2.0,2.0,1,pairs,individual
13,Vaipan-Law Anastasia / Digby Luke,GBR,11,66.07,36.99,29.08,0.0,4.4,owg2026,3STh,4.0,0.0,,5.72,1.32,,1,,2526,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,pairs,individual
13,Vaipan-Law Anastasia / Digby Luke,GBR,11,66.07,36.99,29.08,0.0,3.7,owg2026,BiDs3,5.0,0.0,,4.23,0.53,,1,,2526,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,1,pairs,individual
13,Vaipan-Law Anastasia / Digby Luke,GBR,11,66.07,36.99,29.08,0.0,3.9,owg2026,StSq4,6.0,0.0,,4.4,0.5,,1,,2526,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1,pairs,individual
13,Vaipan-Law Anastasia / Digby Luke,GBR,11,66.07,36.99,29.08,0.0,3.5,owg2026,CCoSp4,7.0,0.0,,4.25,0.75,,1,,2526,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1,pairs,individual
13,Vaipan-Law Anastasia / Digby Luke,GBR,11,66.07,36.99,29.08,0.0,,owg2026,,,,1.33,7.36,,,0,Composition,2526,7.0,7.25,7.5,7.5,7.25,7.25,7.25,7.75,7.5,1,pairs,individual
13,Vaipan-Law Anastasia / Digby Luke,GBR,11,66.07,36.99,29.08,0.0,,owg2026,,,,1.33,7.32,,,0,Presentation,2526,7.0,7.5,7.0,7.25,7.0,7.5,7.5,8.0,7.5,1,pairs,individual
13,Vaipan-Law Anastasia / Digby Luke,GBR,11,66.07,36.99,29.08,0.0,,owg2026,,,,1.33,7.18,,,0,Skating Skills,2526,6.5,7.0,6.75,7.0,7.5,7.5,7.5,7.5,7.0,1,pairs,individual
14,Stellato-Dudek Deanna / Deschamps Maxime,CAN,15,66.04,34.97,32.07,-1.0,6.0,owg2026,3Tw4,1.0,0.0,,7.8,1.8,,1,,2526,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1,pairs,individual
14,Stellato-Dudek Deanna / Deschamps Maxime,CAN,15,66.04,34.97,32.07,-1.0,4.2,owg2026,3T,2.0,0.0,,3.18,-1.02,,1,,2526,-1.0,-3.0,-2.0,-2.0,-3.0,-3.0,-2.0,-3.0,-2.0,1,pairs,individual
14,Stellato-Dudek Deanna / Deschamps Maxime,CAN,15,66.04,34.97,32.07,-1.0,5.0,owg2026,3LoTh,3.0,0.0,,6.36,1.36,,1,,2526,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1,pairs,individual
14,Stellato-Dudek Deanna / Deschamps Maxime,CAN,15,66.04,34.97,32.07,-1.0,3.5,owg2026,CCoSp4,4.0,0.0,,4.45,0.95,,1,,2526,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1,pairs,individual
14,Stellato-Dudek Deanna / Deschamps Maxime,CAN,15,66.04,34.97,32.07,-1.0,3.3,owg2026,StSq3,5.0,0.0,,4.34,1.04,,1,,2526,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,1,pairs,individual
14,Stellato-Dudek Deanna / Deschamps Maxime,CAN,15,66.04,34.97,32.07,-1.0,7.0,owg2026,5RLi4,6.0,0.0,,4.4,-2.6,F,1,,2526,-5.0,-4.0,-3.0,-4.0,-3.0,-3.0,-4.0,-5.0,-3.0,1,pairs,individual
14,Stellato-Dudek Deanna / Deschamps Maxime,CAN,15,66.04,34.97,32.07,-1.0,3.7,owg2026,BiDs3,7.0,0.0,,4.44,0.74,,1,,2526,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,pairs,individual
14,Stellato-Dudek Deanna / Deschamps Maxime,CAN,15,66.04,34.97,32.07,-1.0,,owg2026,,,,1.33,8.18,,,0,Composition,2526,7.5,8.25,8.5,8.25,8.0,8.25,8.0,8.0,8.5,1,pairs,individual
14,Stellato-Dudek Deanna / Deschamps Maxime,CAN,15,66.04,34.97,32.07,-1.0,,owg2026,,,,1.33,7.93,,,0,Presentation,2526,7.75,8.0,7.75,7.75,8.0,8.25,8.0,7.5,8.25,1,pairs,individual
14,Stellato-Dudek Deanna / Deschamps Maxime,CAN,15,66.04,34.97,32.07,-1.0,,owg2026,,,,1.33,8.0,,,0,Skating Skills,2526,7.75,8.25,8.0,7.75,8.5,8.0,7.75,8.0,8.25,1,pairs,individual
15,Chtchetinina Ioulia / Wozniak Michal,POL,8,65.23,36.58,28.65,0.0,5.7,owg2026,3Tw3,1.0,0.0,,7.08,1.38,,1,,2526,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1,pairs,individual
15,Chtchetinina Ioulia / Wozniak Michal,POL,8,65.23,36.58,28.65,0.0,4.2,owg2026,3T,2.0,0.0,,4.5,0.3,,1,,2526,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1,pairs,individual
15,Chtchetinina Ioulia / Wozniak Michal,POL,8,65.23,36.58,28.65,0.0,4.4,owg2026,3STh,3.0,0.0,,4.71,0.31,,1,,2526,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1,pairs,individual
15,Chtchetinina Ioulia / Wozniak Michal,POL,8,65.23,36.58,28.65,0.0,3.5,owg2026,CCoSp4,4.0,0.0,,4.1,0.6,,1,,2526,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1,pairs,individual
15,Chtchetinina Ioulia / Wozniak Michal,POL,8,65.23,36.58,28.65,0.0,7.0,owg2026,5ALi4,5.0,0.0,,8.4,1.4,,1,,2526,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1,pairs,individual
15,Chtchetinina Ioulia / Wozniak Michal,POL,8,65.23,36.58,28.65,0.0,3.7,owg2026,BiDs3,6.0,0.0,,4.07,0.37,,1,,2526,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1,pairs,individual
15,Chtchetinina Ioulia / Wozniak Michal,POL,8,65.23,36.58,28.65,0.0,3.3,owg2026,StSq3,7.0,0.0,,3.72,0.42,,1,,2526,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,pairs,individual
15,Chtchetinina Ioulia / Wozniak Michal,POL,8,65.23,36.58,28.65,0.0,,owg2026,,,,1.33,7.11,,,0,Composition,2526,7.0,7.0,7.0,7.25,7.25,6.5,7.0,7.25,7.25,1,pairs,individual
15,Chtchetinina Ioulia / Wozniak Michal,POL,8,65.23,36.58,28.65,0.0,,owg2026,,,,1.33,7.39,,,0,Presentation,2526,7.25,7.5,7.5,7.0,7.5,6.75,7.5,7.5,7.5,1,pairs,individual
15,Chtchetinina Ioulia / Wozniak Michal,POL,8,65.23,36.58,28.65,0.0,,owg2026,,,,1.33,7.04,,,0,Skating Skills,2526,6.75,6.75,6.75,7.25,7.25,7.0,7.25,7.5,7.0,1,pairs,individual
16,Kovalev Camille / Kovalev Pavel,FRA,4,64.65,35.99,28.66,0.0,5.4,owg2026,3Tw2,1.0,0.0,,6.02,0.62,,1,,2526,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1,pairs,individual
16,Kovalev Camille / Kovalev Pavel,FRA,4,64.65,35.99,28.66,0.0,4.2,owg2026,3T,2.0,0.0,,3.48,-0.72,,1,,2526,-1.0,-3.0,-1.0,-3.0,-2.0,-1.0,-2.0,-2.0,-1.0,1,pairs,individual
16,Kovalev Camille / Kovalev Pavel,FRA,4,64.65,35.99,28.66,0.0,7.0,owg2026,5RLi4,3.0,0.0,,8.4,1.4,,1,,2526,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1,pairs,individual
16,Kovalev Camille / Kovalev Pavel,FRA,4,64.65,35.99,28.66,0.0,5.3,owg2026,3FTh,4.0,0.0,,6.28,0.98,,1,,2526,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1,pairs,individual
16,Kovalev Camille / Kovalev Pavel,FRA,4,64.65,35.99,28.66,0.0,3.4,owg2026,BiDs2,5.0,0.0,,3.69,0.29,,1,,2526,1.0,2.0,1.0,-2.0,0.0,1.0,0.0,2.0,1.0,1,pairs,individual
16,Kovalev Camille / Kovalev Pavel,FRA,4,64.65,35.99,28.66,0.0,3.5,owg2026,CCoSp4,6.0,0.0,,4.3,0.8,,1,,2526,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1,pairs,individual
16,Kovalev Camille / Kovalev Pavel,FRA,4,64.65,35.99,28.66,0.0,3.3,owg2026,StSq3,7.0,0.0,,3.82,0.52,,1,,2526,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1,pairs,individual
16,Kovalev Camille / Kovalev Pavel,FRA,4,64.65,35.99,28.66,0.0,,owg2026,,,,1.33,7.32,,,0,Composition,2526,6.75,7.5,7.25,7.25,7.25,7.5,7.25,7.5,7.25,1,pairs,individual
16,Kovalev Camille / Kovalev Pavel,FRA,4,64.65,35.99,28.66,0.0,,owg2026,,,,1.33,7.11,,,0,Presentation,2526,7.0,7.75,7.0,6.75,7.0,7.5,6.75,7.25,7.25,1,pairs,individual
16,Kovalev Camille / Kovalev Pavel,FRA,4,64.65,35.99,28.66,0.0,,owg2026,,,,1.33,7.11,,,0,Skating Skills,2526,6.75,7.5,6.75,6.75,7.0,7.25,7.75,7.5,7.0,1,pairs,individual
17,Danilova Daria / Tsiba Michel,NED,6,64.07,36.87,27.2,0.0,5.4,owg2026,3Tw2,1.0,0.0,,5.86,0.46,,1,,2526,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1,pairs,individual
17,Danilova Daria / Tsiba Michel,NED,6,64.07,36.87,27.2,0.0,4.3,owg2026,3S,2.0,0.0,,4.85,0.55,,1,,2526,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,pairs,individual
17,Danilova Daria / Tsiba Michel,NED,6,64.07,36.87,27.2,0.0,5.3,owg2026,3LzTh,3.0,0.0,,6.13,0.83,,1,,2526,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1,pairs,individual
17,Danilova Daria / Tsiba Michel,NED,6,64.07,36.87,27.2,0.0,7.0,owg2026,5RLi4,4.0,0.0,,8.1,1.1,,1,,2526,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1,pairs,individual
17,Danilova Daria / Tsiba Michel,NED,6,64.07,36.87,27.2,0.0,3.7,owg2026,BiDs3,5.0,0.0,,4.33,0.63,,1,,2526,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1,pairs,individual
17,Danilova Daria / Tsiba Michel,NED,6,64.07,36.87,27.2,0.0,3.9,owg2026,StSq4,6.0,0.0,,4.35,0.45,,1,,2526,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1,pairs,individual
17,Danilova Daria / Tsiba Michel,NED,6,64.07,36.87,27.2,0.0,3.5,owg2026,CCoSp4,7.0,0.0,,3.25,-0.25,,1,,2526,-1.0,0.0,1.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,1,pairs,individual
17,Danilova Daria / Tsiba Michel,NED,6,64.07,36.87,27.2,0.0,,owg2026,,,,1.33,6.71,,,0,Composition,2526,7.0,7.25,6.0,6.75,6.75,6.25,6.75,7.0,6.5,1,pairs,individual
17,Danilova Daria / Tsiba Michel,NED,6,64.07,36.87,27.2,0.0,,owg2026,,,,1.33,6.86,,,0,Presentation,2526,7.0,7.5,6.5,7.25,6.5,6.5,7.0,7.0,6.75,1,pairs,individual
17,Danilova Daria / Tsiba Michel,NED,6,64.07,36.87,27.2,0.0,,owg2026,,,,1.33,6.89,,,0,Skating Skills,2526,6.5,7.0,6.25,7.0,7.0,6.75,7.5,7.25,6.75,1,pairs,individual
18,Golubeva Anastasiia / Giotopoulos Moore Hektor,AUS,3,60.69,32.85,27.84,0.0,3.0,owg2026,2Tw2,1.0,0.0,,2.7,-0.3,,1,,2526,-1.0,1.0,0.0,-2.0,-1.0,-3.0,-1.0,1.0,-3.0,1,pairs,individual
18,Golubeva Anastasiia / Giotopoulos Moore Hektor,AUS,3,60.69,32.85,27.84,0.0,4.2,owg2026,3T,2.0,0.0,,5.1,0.9,,1,,2526,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1,pairs,individual
18,Golubeva Anastasiia / Giotopoulos Moore Hektor,AUS,3,60.69,32.85,27.84,0.0,5.0,owg2026,3LoTh,3.0,0.0,,5.86,0.86,,1,,2526,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1,pairs,individual
18,Golubeva Anastasiia / Giotopoulos Moore Hektor,AUS,3,60.69,32.85,27.84,0.0,7.0,owg2026,5RLi4,4.0,0.0,,7.8,0.8,,1,,2526,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1,pairs,individual
18,Golubeva Anastasiia / Giotopoulos Moore Hektor,AUS,3,60.69,32.85,27.84,0.0,3.7,owg2026,BiDs3,5.0,0.0,,4.28,0.58,,1,,2526,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1,pairs,individual
18,Golubeva Anastasiia / Giotopoulos Moore Hektor,AUS,3,60.69,32.85,27.84,0.0,3.9,owg2026,StSq4,6.0,0.0,,4.62,0.72,,1,,2526,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1,pairs,individual
18,Golubeva Anastasiia / Giotopoulos Moore Hektor,AUS,3,60.69,32.85,27.84,0.0,3.0,owg2026,FCCoSp3,7.0,0.0,,2.49,-0.51,,1,,2526,-2.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-1.0,-2.0,1,pairs,individual
18,Golubeva Anastasiia / Giotopoulos Moore Hektor,AUS,3,60.69,32.85,27.84,0.0,,owg2026,,,,1.33,7.04,,,0,Composition,2526,6.75,8.0,6.75,7.25,6.75,6.5,7.5,7.0,7.25,1,pairs,individual
18,Golubeva Anastasiia / Giotopoulos Moore Hektor,AUS,3,60.69,32.85,27.84,0.0,,owg2026,,,,1.33,6.93,,,0,Presentation,2526,7.0,7.75,7.25,6.75,6.5,6.5,7.25,6.75,7.0,1,pairs,individual
18,Golubeva Anastasiia / Giotopoulos Moore Hektor,AUS,3,60.69,32.85,27.84,0.0,,owg2026,,,,1.33,6.96,,,0,Skating Skills,2526,6.75,7.25,6.5,6.5,6.75,6.75,7.5,7.25,7.5,1,pairs,individual
19,Nagaoka Yuna / Moriguchi Sumitada,JPN,7,59.62,31.46,30.16,-2.0,5.1,owg2026,3Tw1,1.0,0.0,,5.54,0.44,,1,,2526,0.0,1.0,3.0,-2.0,2.0,0.0,0.0,2.0,1.0,1,pairs,individual
19,Nagaoka Yuna / Moriguchi Sumitada,JPN,7,59.62,31.46,30.16,-2.0,4.9,owg2026,3Lo,2.0,0.0,,2.45,-2.45,F,1,,2526,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,1,pairs,individual
19,Nagaoka Yuna / Moriguchi Sumitada,JPN,7,59.62,31.46,30.16,-2.0,4.4,owg2026,3STh,3.0,0.0,,2.2,-2.2,F,1,,2526,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,1,pairs,individual
19,Nagaoka Yuna / Moriguchi Sumitada,JPN,7,59.62,31.46,30.16,-2.0,7.0,owg2026,5RLi4,4.0,0.0,,9.1,2.1,,1,,2526,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1,pairs,individual
19,Nagaoka Yuna / Moriguchi Sumitada,JPN,7,59.62,31.46,30.16,-2.0,3.7,owg2026,BiDs3,5.0,0.0,,4.33,0.63,,1,,2526,2.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,1,pairs,individual
19,Nagaoka Yuna / Moriguchi Sumitada,JPN,7,59.62,31.46,30.16,-2.0,3.9,owg2026,StSq4,6.0,0.0,,4.74,0.84,,1,,2526,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1,pairs,individual
19,Nagaoka Yuna / Moriguchi Sumitada,JPN,7,59.62,31.46,30.16,-2.0,3.5,owg2026,FCCoSp4,7.0,0.0,,3.1,-0.4,,1,,2526,-1.0,-2.0,0.0,-2.0,-3.0,-1.0,0.0,0.0,-2.0,1,pairs,individual
19,Nagaoka Yuna / Moriguchi Sumitada,JPN,7,59.62,31.46,30.16,-2.0,,owg2026,,,,1.33,7.68,,,0,Composition,2526,7.0,7.75,7.75,7.75,7.5,7.75,7.75,7.5,7.75,1,pairs,individual
19,Nagaoka Yuna / Moriguchi Sumitada,JPN,7,59.62,31.46,30.16,-2.0,,owg2026,,,,1.33,7.25,,,0,Presentation,2526,7.0,6.75,7.25,7.0,7.25,7.5,7.5,7.25,7.5,1,pairs,individual
19,Nagaoka Yuna / Moriguchi Sumitada,JPN,7,59.62,31.46,30.16,-2.0,,owg2026,,,,1.33,7.75,,,0,Skating Skills,2526,7.5,7.25,8.25,7.75,7.75,8.0,7.75,7.75,7.75,1,pairs,individual
1,Miura Riku / Kihara Ryuichi,JPN,9,82.84,45.6,37.24,0.0,5.7,owg2026,3Tw3,1.0,0.0,,7.65,1.95,,1,,2526,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,1,pairs,team
1,Miura Riku / Kihara Ryuichi,JPN,9,82.84,45.6,37.24,0.0,4.2,owg2026,3T,2.0,0.0,,5.22,1.02,,1,,2526,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1,pairs,team
1,Miura Riku / Kihara Ryuichi,JPN,9,82.84,45.6,37.24,0.0,7.0,owg2026,5ALi4,3.0,0.0,,9.9,2.9,,1,,2526,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1,pairs,team
1,Miura Riku / Kihara Ryuichi,JPN,9,82.84,45.6,37.24,0.0,5.3,owg2026,3LzTh,4.0,0.0,,7.04,1.74,,1,,2526,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1,pairs,team
1,Miura Riku / Kihara Ryuichi,JPN,9,82.84,45.6,37.24,0.0,3.5,owg2026,CCoSp4,5.0,0.0,,4.85,1.35,,1,,2526,4.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,1,pairs,team
1,Miura Riku / Kihara Ryuichi,JPN,9,82.84,45.6,37.24,0.0,3.9,owg2026,StSq4,6.0,0.0,,5.57,1.67,,1,,2526,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,1,pairs,team
1,Miura Riku / Kihara Ryuichi,JPN,9,82.84,45.6,37.24,0.0,4.0,owg2026,BiDs4,7.0,0.0,,5.37,1.37,,1,,2526,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,1,pairs,team
1,Miura Riku / Kihara Ryuichi,JPN,9,82.84,45.6,37.24,0.0,,owg2026,,,,1.33,9.25,,,0,Composition,2526,9.0,9.0,9.25,9.0,9.25,9.25,9.5,9.5,9.75,1,pairs,team
1,Miura Riku / Kihara Ryuichi,JPN,9,82.84,45.6,37.24,0.0,,owg2026,,,,1.33,9.39,,,0,Presentation,2526,9.5,9.0,9.25,8.75,9.5,9.5,9.5,9.5,9.5,1,pairs,team
1,Miura Riku / Kihara Ryuichi,JPN,9,82.84,45.6,37.24,0.0,,owg2026,,,,1.33,9.36,,,0,Skating Skills,2526,9.25,9.25,9.5,9.0,9.5,9.25,9.5,9.25,9.75,1,pairs,team
2,Metelkina Anastasiia / Berulava Luka,GEO,8,77.54,42.74,34.8,0.0,4.3,owg2026,3S,1.0,0.0,,5.96,1.66,,1,,2526,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,1,pairs,team
2,Metelkina Anastasiia / Berulava Luka,GEO,8,77.54,42.74,34.8,0.0,6.0,owg2026,3Tw4,2.0,0.0,,8.23,2.23,,1,,2526,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,1,pairs,team
2,Metelkina Anastasiia / Berulava Luka,GEO,8,77.54,42.74,34.8,0.0,5.3,owg2026,3FTh,3.0,0.0,,7.19,1.89,,1,,2526,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,1,pairs,team
2,Metelkina Anastasiia / Berulava Luka,GEO,8,77.54,42.74,34.8,0.0,3.7,owg2026,BiDs3,4.0,0.0,,4.65,0.95,,1,,2526,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1,pairs,team
2,Metelkina Anastasiia / Berulava Luka,GEO,8,77.54,42.74,34.8,0.0,3.5,owg2026,FCCoSp4,5.0,0.0,,3.75,0.25,,1,,2526,2.0,2.0,0.0,-2.0,0.0,1.0,0.0,1.0,1.0,1,pairs,team
2,Metelkina Anastasiia / Berulava Luka,GEO,8,77.54,42.74,34.8,0.0,6.6,owg2026,5RLi3,6.0,0.0,,7.83,1.23,,1,,2526,2.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,1,pairs,team
